Professor,Average Rating,Mode Rating,Department,Would Take Again,Level of Difficulty,Num Ratings,School
51fde34a,4.1,4.1,English,90%,3,40,UC Riverside
b9bcbfdc,3.4,3.4,Political Science,60%,3.5,22,UC Riverside
6b1ffff8,3.7,3.7,Business,69%,3.7,19,UC Riverside
e1e0978d,5.0,5.0,English,100%,1.7,12,UC Riverside
d98015c3,2.1,2.1,Computer Science,34%,4.2,9,UC Riverside
44710f2f,5.0,5.0,History,100%,2.1,7,UC Riverside
5465cdd1,5.0,5.0,Gender & Sexualty Studies,100%,1.7,6,UC Riverside
9324e5e0,5.0,5.0,Statistics,100%,4,2,UC Riverside
19119d61,4.8,4.8,Anthropology,94%,2,16,UC Riverside
83902fe9,5.0,5.0,English,100%,2.5,11,UC Riverside
48452bf4,2.9,2.9,Computer Science,50%,4.2,9,UC Riverside
08de3645,2.8,2.8,Sociology,45%,2.9,167,UC Riverside
d752eea2,4.6,4.6,Physics,93%,2.8,14,UC Riverside
6d350dcb,4.1,4.1,English,77%,3.8,13,UC Riverside
a89b8cf2,4.9,4.9,Mathematics,100%,2.6,5,UC Riverside
49223e9b,4.3,4.3,Ethnic Studies,78%,2.3,18,UC Riverside
b23c6383,3.0,3.0,Entomology,67%,4.1,9,UC Riverside
41440039,1.0,1.0,Chemical Engineering,0%,4.8,4,UC Riverside
31352c09,4.7,4.7,English,93%,2.1,14,UC Riverside
15f3d922,4.8,4.8,Sociology,100%,1.8,4,UC Riverside
d5b8e15f,1.8,1.8,Entomology,25%,3.5,4,UC Riverside
9b125d32,5.0,5.0,English,100%,2,2,UC Riverside
4c386f74,5.0,5.0,Sociology,100%,2,1,UC Riverside
f3d04169,3.3,3.3,English,67%,3.7,3,UC Riverside
c122e8e1,4.5,4.5,English,100%,2,2,UC Riverside
44613d69,4.7,4.7,Biochemistry,95%,3.6,75,UC Riverside
7b053327,3.6,3.6,English,67%,3.4,33,UC Riverside
31aced65,3.8,3.8,Art History,62%,3.6,38,UC Riverside
50257603,4.3,4.3,Biology,84%,2.3,6,UC Riverside
76189f65,3.6,3.6,Economics,65%,2.4,52,UC Riverside
3292590a,3.6,3.6,Psychology,55%,2.2,25,UC Riverside
7341c313,4.6,4.6,English,100%,2.3,12,UC Riverside
36f43edc,3.6,3.6,Computer Science,64%,2.5,11,UC Riverside
fcb57dd1,4.0,4.0,Mechanical Engineering,67%,2.7,3,UC Riverside
41d9c2e8,5.0,5.0,Engineering,100%,2,5,UC Riverside
cee6cb45,5.0,5.0,Music,100%,2.7,3,UC Riverside
78cbda37,4.4,4.4,Statistics,85%,3,67,UC Riverside
7d7dddc8,2.7,2.7,Physics,40%,3.7,45,UC Riverside
0c7455f1,4.5,4.5,Biology,95%,1.9,18,UC Riverside
ee9cb7e2,4.0,4.0,Biology,84%,2.3,6,UC Riverside
d700fd03,4.2,4.2,Biology,72%,3.1,41,UC Riverside
18579fba,4.2,4.2,Political Science,78%,2.4,9,UC Riverside
c8a613ee,4.8,4.8,Computer Science,100%,2,4,UC Riverside
bc4fe079,5.0,5.0,Sociology,100%,1,1,UC Riverside
41823b11,3.8,3.8,Anthropology,67%,2.2,12,UC Riverside
c1ca3dda,4.6,4.6,Biology,100%,2.1,10,UC Riverside
9b9c795c,4.7,4.7,Environmental Science,100%,2.5,8,UC Riverside
7a2a3443,4.7,4.7,English,100%,2.7,6,UC Riverside
40f6e578,4.8,4.8,Mathematics,100%,2.6,5,UC Riverside
1fd08d9d,4.0,4.0,Microbiology,100%,3,1,UC Riverside
ca81905e,2.7,2.7,Political Science,41%,4,80,UC Riverside
18a458b1,4.7,4.7,Mathematics,96%,2.3,69,UC Riverside
f8847361,3.3,3.3,History,67%,3.2,54,UC Riverside
26d1087d,2.9,2.9,Philosophy,54%,3,43,UC Riverside
fc2b559f,3.4,3.4,Religious Studies,52%,2.8,41,UC Riverside
fc7caaba,3.0,3.0,Anthropology,41%,3.3,38,UC Riverside
bf4a89f2,4.1,4.1,English,60%,3.3,32,UC Riverside
e8e0441d,4.7,4.7,Sociology,94%,1.5,30,UC Riverside
e1c2b0ce,3.0,3.0,Computer Science,88%,3.7,29,UC Riverside
09459886,1.9,1.9,Fine Arts,16%,3.4,27,UC Riverside
ac6c917d,3.7,3.7,Microbiology,67%,2.6,19,UC Riverside
08218952,3.9,3.9,Biology,62%,3.3,19,UC Riverside
bf45d7c4,5.0,5.0,English,100%,1.4,12,UC Riverside
03d159e5,4.5,4.5,Political Science,75%,3.5,8,UC Riverside
8c68acba,3.0,3.0,Statistics,50%,3.5,8,UC Riverside
9f915407,3.1,3.1,Electrical Engineering,34%,3.3,7,UC Riverside
d923d89a,4.3,4.3,Linguistics,100%,2.6,7,UC Riverside
fdc8c90d,4.8,4.8,Business,84%,3.2,6,UC Riverside
1f16efc9,3.8,3.8,Bioengineering,100%,3.6,5,UC Riverside
7fdef135,3.3,3.3,Entomology,50%,3.3,4,UC Riverside
66dc0ce1,2.0,2.0,Business,0%,3,1,UC Riverside
c1412b6e,2.0,2.0,Business,0%,3,1,UC Riverside
ec935c4a,4.3,4.3,History,67%,2.6,285,UC Riverside
ceda935d,2.2,2.2,Chemistry,26%,4.1,43,UC Riverside
ca2d94c0,3.1,3.1,English,17%,3.4,38,UC Riverside
34db8db2,4.6,4.6,Latin American Studies,92%,2.2,36,UC Riverside
5fea55ca,4.1,4.1,English,50%,3,31,UC Riverside
4848f2e8,3.2,3.2,Physics,47%,3.6,28,UC Riverside
e98c22bf,5.0,5.0,Business Administration,100%,2.4,20,UC Riverside
b2abd02d,4.0,4.0,Psychology,57%,2.7,20,UC Riverside
28138128,3.5,3.5,Engineering,67%,2.2,15,UC Riverside
412c7703,5.0,5.0,Psychology,100%,1.7,6,UC Riverside
e6ba60af,5.0,5.0,Languages,100%,1,3,UC Riverside
93923c6b,5.0,5.0,Cell Biology & Neuroscience,100%,3.5,2,UC Riverside
b86b3db0,4.8,4.8,Languages,100%,2.4,15,UC Riverside
453b86c5,4.3,4.3,Mathematics,90%,2.8,10,UC Riverside
081c12d6,4.2,4.2,Botany,80%,2,5,UC Riverside
47e70a54,4.8,4.8,Political Science,100%,2.3,4,UC Riverside
0ac2fd93,1.0,1.0,Computer Engineering,0%,4.5,4,UC Riverside
db5cb16a,3.6,3.6,Engineering,54%,2.8,25,UC Riverside
c82cf9c9,4.8,4.8,English,92%,3.4,23,UC Riverside
d0f92db5,1.0,1.0,Mechanical Engineering,0%,4.8,11,UC Riverside
a41d4ea4,1.5,1.5,Biology,10%,4.6,11,UC Riverside
7cd1f4bc,5.0,5.0,Anthropology,100%,2.1,10,UC Riverside
d3e5fa85,5.0,5.0,Statistics,100%,2,1,UC Riverside
050303ce,2.9,2.9,English,49%,4,29,UC Riverside
b7d59d2e,4.3,4.3,Biology,100%,3,3,UC Riverside
65ef1236,3.0,3.0,Physics,34%,4,3,UC Riverside
27253818,5.0,5.0,Ethnic Studies,100%,1,2,UC Riverside
1faa7cca,1.5,1.5,Biochemistry,0%,2.5,2,UC Riverside
f993731e,4.3,4.3,Writing,84%,3.6,15,UC Merced
e4dab737,3.4,3.4,Engineering,50%,3.6,9,UC Merced
49c4571b,4.5,4.5,Engineering,91%,2,57,UC Merced
cdf4c46f,1.7,1.7,Engineering,24%,4.1,17,UC Merced
ec627554,1.5,1.5,Computer Science,7%,3.9,16,UC Merced
e5547c67,4.4,4.4,Engineering,86%,2.6,14,UC Merced
2742761a,2.2,2.2,History,40%,2,5,UC Merced
011baf74,2.7,2.7,Mathematics,34%,4,3,UC Merced
8f2b58d1,4.6,4.6,History,86%,3.9,13,UC Merced
ee959614,4.4,4.4,History,80%,2.9,13,UC Merced
06bfee06,3.6,3.6,Psychology,73%,2.3,11,UC Merced
d0ee70cb,2.3,2.3,Chemistry,34%,4.7,3,UC Merced
7867cb94,4.2,4.2,Mathematics,75%,2.3,36,UC Merced
bad7b672,2.1,2.1,Computer Science,28%,4.3,18,UC Merced
2e7bb8b3,2.4,2.4,Mathematics,35%,3.8,30,UC Merced
f3fff9e4,4.0,4.0,Chemistry,75%,4,4,UC Merced
98cba358,2.6,2.6,Physics,48%,3.1,17,UC Merced
2b110855,1.5,1.5,Physics,15%,4.6,54,UC Merced
2a35b489,4.3,4.3,Mathematics,79%,3.2,54,UC Merced
d97cde42,3.5,3.5,Biology,73%,3.7,30,UC Merced
9c8f0a0f,4.4,4.4,Psychology,100%,1.8,25,UC Merced
a4ac3a65,4.0,4.0,Music,50%,1.5,2,UC Merced
a7d7ee70,4.8,4.8,Political Science,100%,2.3,4,UC Merced
2821046a,3.0,3.0,Psychology,50%,2.5,2,UC Merced
be149106,2.8,2.8,Writing,36%,3.6,33,UC Merced
a50575aa,3.4,3.4,Business,63%,2.9,16,UC Merced
b3354f80,4.8,4.8,History,100%,2.4,42,UC Merced
e21832ba,1.5,1.5,Economics,17%,4.2,12,UC Merced
b9dcac76,5.0,5.0,Languages,100%,2,7,UC Merced
d9f09208,5.0,5.0,Education,100%,1,1,UC Merced
03a38649,4.6,4.6,Writing,90%,2.8,30,UC Merced
9e94221b,3.6,3.6,Biology,40%,2.8,5,UC Merced
3d2a2f9b,3.7,3.7,Economics,62%,3.8,39,UC Merced
4c24a392,2.9,2.9,Computer Science,39%,4.8,14,UC Merced
db8e8ba0,4.4,4.4,Mathematics,85%,2.4,34,UC Merced
f95d673b,4.0,4.0,Psychology,59%,2.6,83,UC Merced
68c0ba4a,4.1,4.1,Cognitive Science,84%,2.7,36,UC Merced
7dddaa6a,4.8,4.8,Psychology,100%,2,15,UC Merced
9e00c92f,4.6,4.6,Psychology,100%,2.2,14,UC Merced
eee523fe,4.9,4.9,Psychology,100%,2.4,12,UC Merced
05ba9d61,4.3,4.3,Psychology,84%,1.8,12,UC Merced
1fa0c000,3.3,3.3,Social Science,75%,2.9,11,UC Merced
eafc94ed,4.0,4.0,Writing,50%,3,7,UC Merced
b225fbb7,5.0,5.0,Cognitive Science,100%,2.7,3,UC Merced
b4fccbd1,2.0,2.0,Management,0%,5,1,UC Merced
3954d696,3.8,3.8,Writing,56%,2.6,33,UC Merced
2f360e1e,4.7,4.7,Chemistry,100%,2.8,33,UC Merced
4446386a,2.9,2.9,Mathematics,49%,3.8,27,UC Merced
d2a14e16,3.4,3.4,Writing,55%,3.3,15,UC Merced
cda5d201,2.6,2.6,Biology,38%,3.5,12,UC Merced
3ab1e309,3.9,3.9,Languages,70%,2.5,10,UC Merced
f4d1205c,4.3,4.3,Biology,100%,2.4,8,UC Merced
74562a27,2.6,2.6,Computer Science,29%,3,7,UC Merced
76ad2bd3,3.7,3.7,Computer Science,76%,2.9,61,UC Merced
7f457a5f,2.9,2.9,Engineering,100%,3.1,9,UC Merced
47dd83f6,2.5,2.5,Mathematics,0%,2.5,2,UC Merced
b51da54a,3.0,3.0,Engineering,50%,1.7,3,UC Merced
87f78ae2,4.8,4.8,Writing,95%,2.6,18,UC Merced
6ec879a0,4.9,4.9,Mathematics,100%,2.6,7,UC Merced
6b215f82,3.4,3.4,Philosophy,35%,3.3,40,UC Merced
d92d3991,2.1,2.1,Mathematics,27%,4.1,19,UC Merced
48ae4658,1.9,1.9,Chemistry,19%,3.6,16,UC Merced
aacdf83e,4.8,4.8,Writing,100%,2.3,15,UC Merced
77b3a095,3.3,3.3,Science,75%,2.3,4,UC Merced
768f508c,4.8,4.8,Mathematics,100%,2.3,4,UC Merced
9b0e1a0f,3.1,3.1,Mathematics,39%,4.1,116,UC Merced
ba4697df,3.7,3.7,Anthropology,58%,2,11,UC Merced
d4178120,4.8,4.8,Mathematics,100%,1.8,4,UC Merced
91df89a0,2.9,2.9,Computer Science,48%,3.3,44,UC Merced
9119dbf8,2.2,2.2,Mathematics,31%,3.8,13,UC Merced
1514fae5,4.4,4.4,Physics,100%,2,11,UC Merced
42183562,3.4,3.4,Engineering,100%,3.4,5,UC Merced
b25b6507,4.7,4.7,Social Science,100%,3.6,22,UC Merced
648980ba,4.2,4.2,Writing,84%,3,6,UC Merced
bf06d883,3.5,3.5,English,50%,3.5,2,UC Merced
4fba2848,3.7,3.7,Economics,71%,3.6,18,UC Merced
ebd0aa59,3.1,3.1,Health Science,50%,3.4,18,UC Merced
0300bcf1,4.2,4.2,Writing,78%,2.8,17,UC Merced
aff0206b,4.0,4.0,Computer Science,70%,3.9,10,UC Merced
77b2185a,4.3,4.3,Writing,100%,3,10,UC Merced
cb2b3e6f,5.0,5.0,Health Science,100%,3.3,4,UC Merced
d3cd6bb0,3.7,3.7,Biology,100%,3,3,UC Merced
cc430e56,3.8,3.8,Mathematics,75%,3.6,16,UC Merced
b9f0688d,2.4,2.4,Sociology,34%,2.6,7,UC Merced
9a3c1def,3.7,3.7,Mathematics,60%,3.5,15,UC Merced
3292dd0e,3.0,3.0,Engineering,40%,4.3,11,UC Merced
daeab4c4,2.6,2.6,Engineering,30%,4,20,UC Merced
b753f78b,2.2,2.2,Mathematics,28%,4,11,UC Merced
95f53a45,4.5,4.5,Psychology,91%,2.8,11,UC Merced
f2e1870d,5.0,5.0,Political Science,100%,1,1,UC Merced
3adff69d,1.8,1.8,Languages,0%,4,4,UC Merced
ab6b6fd7,4.6,4.6,Writing,92%,2.7,23,UC Merced
7a59a805,4.9,4.9,Political Science,100%,1.9,14,UC Merced
1cca1dc6,3.4,3.4,Philosophy,58%,3.7,7,UC Merced
58347f06,2.7,2.7,Political Science,67%,3,3,UC Merced
1384ccd3,2.7,2.7,Natural Sciences,24%,3.9,142,UC Merced
d9a1cfa1,4.1,4.1,Writing,82%,2.9,21,UC Merced
69a62ab6,5.0,5.0,Writing,100%,1.8,18,UC Merced
b9435792,4.3,4.3,Writing,75%,4,4,UC Merced
5ed8eac2,5.0,5.0,Economics,100%,1.5,2,UC Merced
584084c0,2.5,2.5,Writing,20%,3.6,17,UC Merced
181ef070,5.0,5.0,Biology,100%,3.1,8,UC Merced
73da96ff,4.0,4.0,Health Science,74%,2.5,19,UC Merced
58906c55,3.3,3.3,Management,56%,4,54,UC Merced
ded5dd99,3.3,3.3,Writing,62%,3.2,22,UC Merced
9396603e,4.6,4.6,Computer Science,100%,2.8,5,UC Merced
06b7377b,3.5,3.5,Cognitive Science,50%,1.8,6,UC Merced
6860e247,4.0,4.0,Political Science,100%,1,2,UC Merced
6c7d90e4,4.4,4.4,Psychology,81%,3.1,132,UC Merced
ea020bef,4.8,4.8,Psychology,100%,1.6,26,UC Merced
8ddb685a,3.8,3.8,Writing,75%,3.2,31,UC Merced
9f015d9d,1.8,1.8,Physics,18%,4.3,23,UC Merced
75cddc4a,2.6,2.6,Writing,28%,4.3,37,UC Merced
49ebf479,3.2,3.2,Writing,44%,2.7,18,UC Merced
62c29bdd,4.0,4.0,Psychology,80%,2.4,5,UC Merced
da061afb,4.2,4.2,Writing,80%,1.9,26,UC Merced
46d4806a,4.3,4.3,Political Science,100%,3.6,5,UC Merced
75f3de38,3.8,3.8,English,82%,2.2,17,UC Merced
965da010,4.5,4.5,Engineering,100%,3.5,2,UC Merced
60cdb966,3.5,3.5,Engineering,100%,2,2,UC Merced
51953a40,2.2,2.2,Physics,24%,4.1,55,UC Merced
9d9196ef,3.4,3.4,Chemistry,64%,3.6,30,UC Merced
f29b4daf,2.2,2.2,Physics,40%,3.8,5,UC Merced
0731f9bc,2.9,2.9,Biology,100%,4,25,UC Merced
25ab6877,5.0,5.0,Mathematics,100%,2.4,19,UC Merced
3f1c3012,3.6,3.6,Science,59%,2.8,17,UC Merced
dde57bc4,5.0,5.0,Writing,100%,2.3,4,UC Merced
1abdbfb6,2.7,2.7,Mathematics,43%,3.7,7,UC Merced
c4ad69b3,2.7,2.7,Writing,40%,4.2,49,UC Merced
29329ad2,2.3,2.3,Health Science,25%,4,4,UC Merced
30589a86,4.0,4.0,Economics,67%,2.7,3,UC Merced
dd33e9b6,4.6,4.6,Writing,93%,3,14,UC Merced
514c2829,3.7,3.7,Physics,54%,3.4,33,UC Merced
27d4877b,4.9,4.9,Chemistry,100%,2.9,17,UC Merced
932f4c2a,4.4,4.4,Engineering,100%,2.4,11,UC Merced
eb7e087c,2.0,2.0,Sociology,25%,4.3,8,UC Merced
660965b4,2.0,2.0,Writing,25%,4.3,4,UC Merced
1e64a525,3.0,3.0,Mathematics,100%,2,1,UC Merced
4d322a8f,3.8,3.8,Writing,77%,2.2,32,UC Merced
56f3d418,5.0,5.0,Physics,100%,2,1,UC Merced
ab65fe26,3.4,3.4,Mathematics,65%,3.4,50,UC Merced
69fd65e3,3.2,3.2,Mathematics,55%,4,42,UC Merced
9300e4e2,1.0,1.0,Engineering,0%,5,1,UC Merced
4539f9b2,4.8,4.8,Psychology,100%,2.1,31,UC Merced
d07ae99d,3.4,3.4,Computer Science,60%,3.2,5,UC Merced
1f1920f1,3.5,3.5,Writing,58%,3.1,31,UC Merced
496d877f,3.2,3.2,Natural Sciences,75%,3.2,9,UC Merced
68d28bd1,3.9,3.9,Sociology,86%,2.1,7,UC Merced
4ea82bd2,2.5,2.5,Chemistry,15%,4.1,26,UC Merced
9af7423a,4.8,4.8,Writing,100%,2.4,18,UC Merced
1d1448f3,1.3,1.3,Computer Science,0%,3,4,UC Merced
675faaf2,5.0,5.0,Anthropology,100%,2.3,3,UC Merced
30b07491,3.5,3.5,Languages,58%,3.8,24,UC Merced
ad7cee35,4.7,4.7,Languages,100%,2.5,15,UC Merced
af375a8d,1.0,1.0,Engineering,0%,5,7,UC Merced
d3d13bd0,2.0,2.0,Engineering,0%,2,1,UC Merced
ae8c2462,4.5,4.5,Economics,90%,2.6,78,UC Merced
ea7ed064,4.2,4.2,Engineering,80%,3.2,5,UC Merced
421462ce,4.0,4.0,Anthropology,67%,3.1,16,UC Merced
98a0b8cd,4.6,4.6,Sociology,80%,2,5,UC Merced
f10b3ed6,1.3,1.3,Ethnic Studies,0%,4.7,3,UC Merced
f69380f2,4.3,4.3,Philosophy,74%,3.3,34,UC Merced
74b5673b,2.9,2.9,Writing,38%,4,23,UC Merced
d0774b55,4.4,4.4,Political Science,89%,2.1,17,UC Merced
9e3dcac0,4.2,4.2,Writing,89%,2.2,9,UC Merced
f1fd7d17,3.8,3.8,Economics,60%,3.8,5,UC Merced
2f43c8d6,4.5,4.5,Anthropology,100%,2.8,4,UC Merced
75650d0a,1.8,1.8,Computer Science,20%,2,5,UC Merced
4af9a025,2.2,2.2,Chemistry,34%,4.2,24,UC Merced
10e56867,3.7,3.7,Writing,62%,3.9,21,UC Merced
4619c0ef,4.8,4.8,Writing,95%,3.5,44,UC Merced
cca71f27,4.5,4.5,English,100%,2.7,10,UC Merced
92c6a7a9,3.5,3.5,Health Science,70%,2.8,10,UC Merced
dbdfc8b6,1.7,1.7,Cognitive Science,15%,4.6,7,UC Merced
f9d80778,3.3,3.3,Philosophy,50%,3.2,6,UC Merced
365bc342,5.0,5.0,Psychology,100%,3,1,UC Merced
598e3405,4.6,4.6,Political Science,100%,2.1,16,UC Merced
ad39451b,5.0,5.0,Biology,100%,1,2,UC Merced
dcb770df,3.3,3.3,Writing,58%,2.4,7,UC Merced
fe41a500,4.4,4.4,Economics,94%,2.6,19,UC Merced
8628768e,3.1,3.1,Engineering,54%,3.6,13,UC Merced
ffc80d09,2.1,2.1,Writing,31%,2.5,27,UC Merced
ac676a03,4.3,4.3,Film,75%,2,4,UC Merced
2629b6fc,4.6,4.6,Writing,95%,2.7,21,UC Merced
ae03e5d0,5.0,5.0,Writing,93%,2.3,14,UC Merced
cf7d6e97,4.4,4.4,Writing,84%,2.4,7,UC Merced
a12a2ab1,4.7,4.7,Writing,100%,3.4,25,UC Merced
32c814eb,4.6,4.6,Accounting,100%,2.5,24,UC Merced
679ec531,3.7,3.7,Sociology,64%,3.2,11,UC Merced
746297fe,5.0,5.0,Economics,100%,2,1,UC Merced
8aa70d72,4.8,4.8,Literature,90%,2,10,UC Merced
977d3eb5,4.5,4.5,Writing,83%,2.1,25,UC Merced
56c6d33d,1.1,1.1,Mathematics,0%,4.7,7,UC Merced
2ba9a913,2.6,2.6,Economics,29%,4.1,7,UC Merced
375a8838,1.0,1.0,Economics,0%,4.5,2,UC Merced
3939c347,2.3,2.3,Writing,44%,3.8,51,UC Merced
8f99476e,2.1,2.1,Writing,30%,4,10,UC Merced
b6dab075,4.5,4.5,Economics,100%,1.5,2,UC Merced
e51a6151,4.6,4.6,Biology,100%,2,25,UC Merced
23898ca6,3.0,3.0,Sociology,50%,3,2,UC Merced
3903f8e5,2.6,2.6,Economics,28%,4.1,11,UC Merced
0c154031,4.7,4.7,Engineering,97%,3.6,158,UC Merced
e9118973,4.5,4.5,Cognitive Science,84%,4,6,UC Merced
f52ea102,4.6,4.6,Mathematics,84%,2.6,7,UC Merced
55f08374,3.8,3.8,Mathematics,75%,3.5,4,UC Merced
9c1ea7fc,2.0,2.0,Sociology,19%,4.5,11,UC Merced
9f6c71fa,1.8,1.8,Computer Science,13%,3.5,8,UC Merced
ed38492f,4.8,4.8,Biology,100%,1.7,6,UC Merced
da9a1e21,3.0,3.0,Chemistry,38%,3.6,184,UC Merced
0bf6c5c4,4.3,4.3,Biology,67%,2.2,6,UC Merced
fb303ff1,3.5,3.5,Engineering,66%,3.7,24,UC Merced
06a2029a,5.0,5.0,English,100%,2.3,6,UC Merced
a328543e,4.7,4.7,Mathematics,100%,2.8,10,UC Merced
f88d111f,2.1,2.1,Computer Science,20%,4.5,10,UC Merced
c400b0d4,2.9,2.9,Engineering,45%,4.1,9,UC Merced
afefae17,4.8,4.8,Writing,95%,2.1,17,UC Merced
866fc87b,1.0,1.0,Biology,0%,2.5,2,UC Merced
2b8661fd,3.3,3.3,Management,50%,1.7,3,UC Merced
be17d6c5,1.0,1.0,Criminal Justice,0%,3,1,UC Merced
410acb1d,3.4,3.4,Computer Science,67%,2,7,UC Merced
f39e555b,3.0,3.0,Management,67%,1,3,UC Merced
50f1e6be,5.0,5.0,Ethnic Studies,100%,3,2,UC Merced
ac95f1bc,3.3,3.3,Biology,40%,2.8,6,UC Merced
b9bbe53d,5.0,5.0,Mathematics,100%,1,1,UC Merced
d4a55699,5.0,5.0,Sociology,100%,2.5,8,UC Merced
cdc4f767,5.0,5.0,Biology,100%,3.6,5,UC Merced
441abd9f,3.9,3.9,Anthropology,67%,2.7,15,UC Merced
3d71065a,3.4,3.4,Engineering,60%,4.2,5,UC Merced
59cef748,3.0,3.0,Biology,50%,4.2,16,UC Merced
a6a02937,4.0,4.0,English,75%,3,8,UC Merced
b6709748,2.2,2.2,Biology,25%,4.1,12,UC Merced
014a3523,1.6,1.6,Computer Science,16%,3.8,13,UC Merced
4ecec6a4,5.0,5.0,Biology,100%,2.5,2,UC Merced
96c8c325,3.9,3.9,Psychology,72%,3.2,14,UC Merced
120006f0,4.4,4.4,Natural Sciences,94%,2.6,73,UC Merced
6aef259a,4.9,4.9,Writing,100%,1.9,20,UC Merced
feb5ecdb,4.0,4.0,Physics,100%,3,1,UC Merced
9331663b,4.6,4.6,Writing,93%,2.1,14,UC Merced
da668f5c,3.7,3.7,Chemistry,67%,3.3,6,UC Merced
fb193f2b,4.9,4.9,Psychology,100%,2.2,13,UC Merced
20160de1,3.4,3.4,Psychology,34%,4,10,UC Merced
af752153,4.7,4.7,Psychology,100%,2.7,3,UC Merced
fb0aeaa2,1.7,1.7,Economics,18%,4.6,17,UC Merced
be82cace,3.9,3.9,Information Science,72%,2.4,7,UC Merced
dc5b90d3,2.5,2.5,Anthropology,50%,3.5,2,UC Merced
cbed6bfb,3.9,3.9,Music,73%,2.9,22,UC Merced
85187c33,2.8,2.8,Anthropology,50%,2.4,18,UC Merced
59d9ed77,4.5,4.5,Writing,82%,2.4,22,UC Merced
ef2ad9f9,2.3,2.3,Engineering,38%,3.8,8,UC Merced
915ff90d,3.1,3.1,Psychology,50%,3.1,8,UC Merced
c99fd33e,4.4,4.4,Languages,100%,1.7,6,UC Merced
04f354ca,5.0,5.0,Cognitive Science,100%,3,1,UC Merced
36b3d6cf,4.2,4.2,Chemistry,72%,3.2,21,UC Merced
32f2c56b,3.9,3.9,Writing,74%,2.9,15,UC Merced
e6ae4a7a,3.0,3.0,Biology,20%,3.9,12,UC Merced
d1cdac3f,3.5,3.5,Biology,50%,4.5,2,UC Merced
e7bacc34,4.8,4.8,Writing,80%,1.7,9,UC Merced
c69c2e58,2.0,2.0,Engineering,25%,3.8,4,UC Merced
d2c7b608,5.0,5.0,Biology,100%,3,2,UC Merced
deff1ee2,3.0,3.0,Science,48%,2.4,21,UC Merced
e0665d67,1.9,1.9,Engineering,12%,4.2,9,UC Merced
0fd822b5,4.5,4.5,Engineering,100%,1.8,8,UC Merced
10e9844b,5.0,5.0,Physics,100%,2.2,5,UC Merced
541ab11b,5.0,5.0,Computer Science,100%,1,4,UC Merced
b281b5bb,5.0,5.0,Natural Sciences,100%,1.8,4,UC Merced
5031e89a,4.8,4.8,Engineering,95%,3.1,20,UC Merced
18d19c66,4.2,4.2,Sociology,78%,3.1,9,UC Merced
eea20933,3.5,3.5,Engineering,50%,4,2,UC Merced
91ef3b90,5.0,5.0,Political Science,100%,2,3,UC Merced
845fb92e,5.0,5.0,Writing,100%,2.4,7,UC Merced
eacbf110,4.7,4.7,Mathematics,100%,3.2,6,UC Merced
e99894ae,4.0,4.0,Biology,75%,2.8,4,UC Merced
5d2615f3,4.5,4.5,Psychology,100%,3.2,16,UC Merced
9be1f2e6,4.4,4.4,Psychology,84%,2.5,8,UC Merced
cd63036a,4.3,4.3,Psychology,84%,3,6,UC Merced
85e0b60c,4.7,4.7,Psychology,100%,2.3,3,UC Merced
eb66a338,2.5,2.5,Mathematics,37%,4.2,22,UC Merced
7e7b5b2d,4.0,4.0,History,78%,2.4,9,UC Merced
7990b732,4.9,4.9,Languages,100%,2.6,8,UC Merced
35eba103,3.2,3.2,Mathematics,75%,3.8,5,UC Merced
1f0764cb,3.4,3.4,Cognitive Science,55%,2.6,11,UC Merced
57352d41,4.8,4.8,Philosophy,100%,3.2,6,UC Merced
f9a6923c,4.0,4.0,Psychology,67%,3,3,UC Merced
b24a5fa5,4.9,4.9,Writing,100%,3.1,7,UC Merced
743f8de2,5.0,5.0,Physics,100%,1.5,4,UC Merced
1a64991c,5.0,5.0,Computer Science,100%,2.7,3,UC Merced
af5bcca7,2.5,2.5,Education,50%,4,2,UC Merced
d4f1294c,4.0,4.0,Education,100%,2,1,UC Merced
dafe8004,0.0,0.0,Physics,N/A,0,0,UC Merced
811cfc97,3.6,3.6,Cognitive Science,75%,3.8,8,UC Merced
cebebc21,5.0,5.0,Chemistry,100%,2.7,3,UC Merced
999ed011,1.9,1.9,Computer Science,23%,3.6,9,UC Merced
e0abc9f7,4.7,4.7,Natural Sciences,90%,2.4,20,UC Merced
2082fb97,5.0,5.0,English,100%,1.5,2,UC Merced
5ddd14fa,4.1,4.1,Physics,67%,3.2,10,UC Merced
612a0d24,3.8,3.8,Psychology,54%,2.8,18,UC Merced
bc8fea5d,0.0,0.0,Film,N/A,0,0,UC Merced
421a2479,4.0,4.0,Engineering,75%,3.5,4,UC Merced
daead589,4.0,4.0,Art History,100%,3.4,13,UC Merced
1a94fc7a,5.0,5.0,Mathematics,100%,1.7,3,UC Merced
536e81e3,4.0,4.0,Physics,100%,3.7,3,UC Merced
a9b6913a,3.8,3.8,Writing,75%,2.8,4,UC Merced
e4a63ef6,3.4,3.4,Mathematics,50%,3.1,16,UC Merced
96d919aa,3.5,3.5,Health Science,67%,2.8,6,UC Merced
01f36b0e,4.6,4.6,Writing,100%,2.7,11,UC Merced
ad66e150,4.1,4.1,Writing,67%,3.1,9,UC Merced
b722a3fb,1.0,1.0,Biology,0%,5,1,UC Merced
afa70b9a,2.4,2.4,Chemistry,100%,4,8,UC Merced
